id,ImageID,PredictionString_pred
1152,mymensingh1_133600,"8.0 0.9233600497245789 0.00037148594856262207 0.11014100909233093 0.2412026822566986 0.4323650002479553,0.0 0.8309493064880371 0.588681161403656 0.039688050746917725 0.2140214443206787 0.5916894674301147,0.0 0.8172248005867004 0.8366533508524299 0.18114186450839043 0.02095031924545765 0.0455770269036293,3.0 0.7779797315597534 0.3373236805200577 0.15512409061193466 0.18835297226905823 0.23448117077350616,6.0 0.7314420342445374 0.8736081114038825 0.21322076581418514 0.01882648654282093 0.042171407490968704,0.0 0.6690916419029236 0.796555700711906 0.1805543154478073 0.028454655781388283 0.0716228187084198,7.0 0.6462668776512146 0.8748218771070242 0.1810759212821722 0.017678070813417435 0.056723374873399734,3.0 0.5954316854476929 0.4961141273379326 0.16747847199440002 0.08476223051548004 0.16786420345306396"
1153,maowa_expressway2_6254,11.0 0.9421693086624146 0.3920237310230732 0.39690933376550674 0.07664134353399277 0.18821142613887787
1154,sylhet2_2773,"9.0 0.9191940426826477 0.22216945886611938 0.040298521518707275 0.25310343503952026 0.6880297660827637,2.0 0.7780234217643738 0.0015129372477531433 0.003072112798690796 0.24799539148807526 0.6462973356246948,2.0 0.6226968765258789 0.46637071669101715 0.15247582644224167 0.09777447581291199 0.15579892694950104,0.0 0.5712687373161316 0.5724450703710318 0.2075858861207962 0.03491859510540962 0.07849931716918945,2.0 0.5324379801750183 0.4006708115339279 0.07760998606681824 0.07516470551490784 0.28875455260276794"
1155,chittagong_night1_15540,"7.0 0.8209883570671082 0.00152500718832016 0.4334491193294525 0.13373610377311707 0.5603460669517517,7.0 0.5420179963111877 0.47730441577732563 0.6977561190724373 0.028373148292303085 0.09836052358150482"
1156,khulna4_22620,"0.0 0.8957335352897644 0.0 0.02916887402534485 0.4037160873413086 0.8444070816040039,7.0 0.8684839010238647 0.4838366396725178 0.2035914808511734 0.07584228366613388 0.3435318171977997,0.0 0.8681371808052063 0.5968986749649048 0.1601206511259079 0.12917137145996094 0.3245501220226288,0.0 0.8556501865386963 0.787275206297636 0.22229479625821114 0.048121072351932526 0.11955287307500839,7.0 0.8338279128074646 0.804827518761158 0.007629483938217163 0.19325028359889984 0.9731627702713013,0.0 0.5911100506782532 0.8648374900221825 0.006903499364852905 0.13516254723072052 0.9860225319862366"
1157,dhaka2_31920,"11.0 0.9552715420722961 0.4362253099679947 0.03704369068145752 0.4853632152080536 0.9292253255844116,9.0 0.9267259240150452 0.000194549560546875 0.35070204734802246 0.1274649053812027 0.637199878692627,0.0 0.9092812538146973 0.3174069821834564 0.42848482728004456 0.13926827907562256 0.306291401386261,9.0 0.8504305481910706 0.2242596670985222 0.47441988438367844 0.053347304463386536 0.15852965414524078,9.0 0.7494602203369141 0.12531805038452148 0.5272901132702827 0.11071315407752991 0.19778357446193695"
1158,sylhet4_2419,"0.0 0.9586215019226074 0.507142748683691 0.2600865662097931 0.09810120612382889 0.20740872621536255,0.0 0.9166110754013062 0.6664845198392868 0.2337353676557541 0.17505207657814026 0.29541411995887756,0.0 0.8349187970161438 0.3570627812296152 0.2986861430108547 0.03528226539492607 0.0821651890873909,6.0 0.7988079190254211 0.33562724851071835 0.3362489491701126 0.03290106728672981 0.08602514863014221,7.0 0.7571744322776794 0.3367032138630748 0.291991151869297 0.030723923817276955 0.10344170033931732"
1159,maowa_expressway1_1593,0 0 0 0 0 0
1160,chittagong_night1_13080,"3.0 0.9128166437149048 0.4249610975384712 0.6838682144880295 0.12844334542751312 0.1713511049747467,9.0 0.5961859226226807 0.2868533544242382 0.6770155355334282 0.06323490291833878 0.1511564403772354,0.0 0.5849840044975281 0.36236028373241425 0.6948257870972157 0.03630301356315613 0.09594353288412094"
1161,sylhet2_3422,"0.0 0.9100168347358704 0.5578402932733297 0.22234166413545609 0.05572103336453438 0.1322944015264511,9.0 0.8705391883850098 0.4116401821374893 0.22269579023122787 0.09126606583595276 0.21500708162784576,7.0 0.7590157985687256 0.8625817876309156 0.22644931823015213 0.04973221197724342 0.19163702428340912,7.0 0.7398958802223206 0.27177367359399796 0.2318941205739975 0.04348538815975189 0.18844369053840637,2.0 0.6345470547676086 0.00041554123163223267 0.020660489797592163 0.18172359466552734 0.5360982418060303,2.0 0.625034511089325 0.28127334266901016 0.12816330790519714 0.1707783192396164 0.2527194023132324,1.0 0.5868558287620544 0.2709781937301159 0.3162606209516525 0.04309091717004776 0.11453619599342346,3.0 0.5232564210891724 0.9007114879786968 0.2420228272676468 0.09928856045007706 0.1378941833972931,9.0 0.5036150813102722 0.17352091893553734 0.2940885126590729 0.08114535361528397 0.08420777320861816"
1162,chittagong_night1_20460,3.0 0.8667468428611755 0.13064724951982498 0.6761966049671173 0.2364393025636673 0.2788704037666321
1163,mymensingh3_2378,"9.0 0.9345457553863525 0.001943051815032959 0.0008356571197509766 0.3424876034259796 0.8499528765678406,7.0 0.9050741195678711 0.46289542131125927 0.11447829753160477 0.03984356299042702 0.18403960764408112,6.0 0.739674985408783 0.540898036211729 0.13148579001426697 0.0480714812874794 0.11386188864707947,9.0 0.5439559817314148 0.3269832022488117 0.13406812027096748 0.038313232362270355 0.09802796691656113,7.0 0.5221781134605408 0.34760394785553217 0.11890827491879463 0.024395881220698357 0.11386638134717941"
1164,mymensingh2_4321,"0.0 0.911078929901123 0.5897101666778326 0.20003343746066093 0.05036570504307747 0.10860810428857803,0.0 0.910187840461731 0.6495685428380966 0.09232337772846222 0.15056362748146057 0.4118349254131317,0.0 0.8847417235374451 0.7946545481681824 0.13983618468046188 0.0668649673461914 0.2353050261735916,0.0 0.8732140064239502 0.23753782361745834 0.16689476370811462 0.13889016211032867 0.2782776355743408,3.0 0.8200997114181519 0.0011948198080062866 0.0010019242763519287 0.257495641708374 0.6754125952720642,3.0 0.8129018545150757 0.36081117764115334 0.19888599961996078 0.07048063725233078 0.1806173473596573,3.0 0.8025948405265808 0.486495241522789 0.19491449743509293 0.09651890397071838 0.1436721533536911,7.0 0.7774302959442139 0.4416801016777754 0.15952350199222565 0.06061935797333717 0.3068753778934479,7.0 0.6357575058937073 0.421752130612731 0.17005440592765808 0.04142265394330025 0.2743802070617676"
1165,dhaka2_15240,"3.0 0.9188318848609924 0.0 0.4654220640659332 0.8236591815948486 0.5345779061317444,3.0 0.740841805934906 0.6694310978055 0.5067468509078026 0.2031092494726181 0.19727952778339386"
1166,chuadanga_sirajganj1_20640,"11.0 0.6914684772491455 0.007489234209060669 0.4030435085296631 0.2694815695285797 0.09786558151245117,7.0 0.5897098779678345 0.9075327552855015 0.44852272793650627 0.05100809782743454 0.07059154659509659,11.0 0.5384587645530701 0.015074968338012695 0.436044804751873 0.24948269128799438 0.06487579643726349"
1167,mymensingh1_93186,"0.0 0.9535007476806641 0.4547426998615265 0.0034547150135040283 0.4865967631340027 0.9109154343605042,0.0 0.8890120387077332 0.3347557820379734 0.08902324736118317 0.12380962818861008 0.35562023520469666,0.0 0.8797901272773743 0.15709559619426727 0.11912858486175537 0.13292676210403442 0.3449305295944214,9.0 0.774753212928772 0.1148816030472517 0.17848873138427734 0.054723504930734634 0.16880196332931519"
1168,khulna7_15840,"7.0 0.9815457463264465 0.7101142704486847 0.3160932958126068 0.28819066286087036 0.6821077466011047,0.0 0.914023220539093 0.7014933470636606 0.23471077904105186 0.03523750230669975 0.08100933581590652,0.0 0.703337550163269 0.7420368492603302 0.0 0.25790172815322876 0.9897528886795044,6.0 0.6790292859077454 0.6756180641241372 0.27996317110955715 0.014475441537797451 0.0371273048222065"
1169,khulna4_10440,"7.0 0.9363747835159302 0.7719539478421211 0.008498132228851318 0.22804604470729828 0.9733279943466187,0.0 0.8495352864265442 0.32608895003795624 0.2529974728822708 0.21259203553199768 0.3591385781764984,0.0 0.7977259755134583 0.6226391196250916 0.2972959838807583 0.043013572692871094 0.12335122376680374,9.0 0.747865617275238 0.7180530428886414 0.2879243977367878 0.040309906005859375 0.12348964065313339,0.0 0.5907987952232361 0.6611595507711172 0.29706527665257454 0.035439301282167435 0.10506626218557358,0.0 0.5583495497703552 0.84177266061306 0.03522157669067383 0.1582273542881012 0.9617730379104614,0.0 0.5093070268630981 0.7045324444770813 0.3097528703510761 0.02115154266357422 0.0677589401602745"
1170,dhaka2_11460,"0.0 0.9541199207305908 0.4918978810310364 0.21085432171821594 0.507704496383667 0.7874129414558411,3.0 0.9413119554519653 0.11319664120674133 0.412415474653244 0.29055076837539673 0.4060050845146179,7.0 0.8661913275718689 0.07086880691349506 0.46613261103630066 0.03772812709212303 0.16800028085708618,6.0 0.8251578211784363 0.42436640802770853 0.5156087130308151 0.027701569721102715 0.07343664765357971,7.0 0.6395782232284546 0.42371103074401617 0.4683515839278698 0.028595926240086555 0.09173289686441422,0.0 0.6029742360115051 0.00015214085578918457 0.3337031304836273 0.0641104131937027 0.6662968993186951,0.0 0.543819010257721 0.37352526001632214 0.47682681679725647 0.03873300924897194 0.07974344491958618,7.0 0.5389199256896973 0.4608677262440324 0.4818737879395485 0.01655120961368084 0.06646423041820526"
1171,mymensingh1_106546,"0.0 0.9449670910835266 0.15578727424144745 0.01245608925819397 0.34183672070503235 0.8750767707824707,7.0 0.8233506679534912 0.0 0.03932413458824158 0.1610693335533142 0.9518356919288635,9.0 0.7016729116439819 0.07643979415297508 0.18385347723960876 0.09067965298891068 0.31063616275787354"
1172,maowa_expressway3_59,"0.0 0.9043843746185303 0.37591587007045746 0.5168209969997406 0.18867245316505432 0.39606112241744995,7.0 0.8152859210968018 0.049747955054044724 0.4085158407688141 0.07810146361589432 0.46532243490219116,6.0 0.6941468119621277 0.26901302859187126 0.6614191606640816 0.039528943598270416 0.10380683839321136,3.0 0.6648935079574585 0.3401752933859825 0.5690967440605164 0.05866213142871857 0.15576398372650146"
1173,khulna4_30540,"0.0 0.9426751732826233 0.2005830854177475 0.0030125081539154053 0.37777605652809143 0.697394847869873,7.0 0.8963432908058167 0.8170370310544968 0.008583933115005493 0.18149223923683167 0.9668484330177307,0.0 0.8830312490463257 0.697504349052906 0.037738293409347534 0.15233860909938812 0.40521419048309326,0.0 0.658503532409668 0.8653913587331772 0.020233899354934692 0.134608656167984 0.9607426524162292"
1174,mymensingh1_152304,"3.0 0.9309733510017395 0.22474969923496246 0.1844090223312378 0.2839502990245819 0.35457414388656616,0.0 0.8727139830589294 0.7368805035948753 0.1936102882027626 0.055121615529060364 0.14904378354549408,0.0 0.8478423357009888 0.6125894580036402 0.20107831433415413 0.034007709473371506 0.09305881708860397,0.0 0.830116868019104 0.6675064191222191 0.19767173007130623 0.03692455589771271 0.0961269959807396,0.0 0.7990424633026123 0.8749878630042076 0.18498841673135757 0.12005920708179474 0.22751371562480927,0.0 0.6095060110092163 0.953188156709075 0.18422716856002808 0.046811867505311966 0.22269749641418457,0.0 0.599205493927002 0.8197726001963019 0.22603812627494335 0.026365282014012337 0.05975634232163429"
1175,chittagong_night1_18870,"3.0 0.8714067339897156 0.5134859830141068 0.6629334837198257 0.19194826483726501 0.2805508077144623,0.0 0.8658197522163391 0.26945796608924866 0.6440487205982208 0.13522326946258545 0.2668094038963318,0.0 0.7990934252738953 0.4303804002702236 0.6861035004258156 0.07566166669130325 0.15057294070720673,2.0 0.5190927982330322 0.5227780528366566 0.588383961468935 0.08935245126485825 0.1021745428442955"
1176,mymensingh2_3422,"0.0 0.9608134031295776 0.002313554286956787 0.00930061936378479 0.6021436452865601 0.9835799336433411,0.0 0.931993842124939 0.6708277314901352 0.009940773248672485 0.2939939796924591 0.7375584840774536,7.0 0.84522944688797 0.560183010995388 0.21374671161174774 0.031714633107185364 0.14810052514076233,7.0 0.6973161101341248 0.5975013012066483 0.2125888243317604 0.020787430927157402 0.10717688500881195,9.0 0.6373800039291382 0.6213937979191542 0.20873617380857468 0.03671741858124733 0.10289789736270905,9.0 0.5071048736572266 0.6481336858123541 0.19210752844810486 0.03376128152012825 0.18257421255111694,0.0 0.5065568685531616 0.4894650802016258 0.199505016207695 0.0590788871049881 0.1648859679698944"
1177,maowa_expressway1_1534,0 0 0 0 0 0
1178,dhaka2_13740,"2.0 0.9371203184127808 0.5754446685314178 0.25863368809223175 0.29253846406936646 0.3910667598247528,11.0 0.7811360359191895 0.3975108377635479 0.4787851870059967 0.05702266842126846 0.11969214677810669,2.0 0.7419193387031555 0.2629310302436352 0.510480772703886 0.06512526422739029 0.09703860431909561,9.0 0.7198529243469238 0.8652592040598392 0.4692203626036644 0.05396347492933273 0.12193150818347931,7.0 0.7177419662475586 0.3269758950918913 0.5372055806219578 0.02723315730690956 0.07306133955717087,6.0 0.7019174098968506 0.32902770210057497 0.5770371295511723 0.025079092010855675 0.07126956433057785,9.0 0.6981381177902222 0.12963839061558247 0.573454212397337 0.046984102576971054 0.11221132427453995,6.0 0.6965819001197815 0.26042234152555466 0.5839278250932693 0.031518176198005676 0.08263012766838074,7.0 0.6226963996887207 0.2596591543406248 0.5453131422400475 0.030013833194971085 0.09249742329120636,2.0 0.6210988759994507 0.25411973521113396 0.5084751769900322 0.07347974926233292 0.13084150850772858"
1179,mymensingh1_121743,"9.0 0.9634890556335449 0.24354102090001106 0.16605135053396225 0.06401070207357407 0.17337031662464142,0.0 0.9084430932998657 0.40442508459091187 0.002209693193435669 0.5955749750137329 0.9977902770042419,0.0 0.8592126369476318 0.1976071521639824 0.18748196959495544 0.0334143191576004 0.09372738003730774,0.0 0.6314476132392883 0.1765087926760316 0.1958806812763214 0.022494031116366386 0.061547696590423584,7.0 0.6186355948448181 0.08800672087818384 0.18327946960926056 0.02883477322757244 0.13671287894248962,0.0 0.5775137543678284 0.0011220239102840424 0.14768041670322418 0.09415493160486221 0.2717900574207306"
1180,dhaka_night3_24426,"11.0 0.907910168170929 0.6442003697156906 0.39534762501716614 0.3524656593799591 0.5843145251274109,3.0 0.8238458037376404 0.4087754562497139 0.6500749066472054 0.13765732944011688 0.20971594750881195,11.0 0.6741116642951965 0.3917325362563133 0.5480161011219025 0.12280578911304474 0.16377359628677368"
1181,chittagong_night1_5190,"0.0 0.8760246634483337 0.5455804355442524 0.13353847712278366 0.10236575454473495 0.24078108370304108,0.0 0.8678213953971863 0.32669007033109665 0.08643071353435516 0.16174806654453278 0.3510231673717499,11.0 0.6980734467506409 0.0 0.0 0.27245211601257324 0.33214154839515686"
1182,khulna7_7020,"7.0 0.9819966554641724 0.7200573831796646 0.34100836515426636 0.2799426019191742 0.6562288999557495,0.0 0.7665520906448364 0.7594653218984604 0.007377803325653076 0.24021759629249573 0.9855313301086426,0.0 0.7617653012275696 0.7463073963299394 0.2978557460010052 0.02406139485538006 0.05071154981851578"
1183,khulna4_17400,"7.0 0.8971228003501892 0.7916092053055763 0.011371344327926636 0.2072780579328537 0.9651484489440918,0.0 0.7968676090240479 0.769551370292902 0.23085033893585205 0.07894783467054367 0.22596639394760132,0.0 0.7374734878540039 0.7395305633544922 0.2958452180027962 0.028499603271484375 0.0719061940908432,7.0 0.6533126831054688 0.4565238952636719 0.2892715632915497 0.029102325439453125 0.14159172773361206,0.0 0.6018974781036377 0.8384445533156395 0.010979950428009033 0.1615554839372635 0.9817394018173218,9.0 0.5969727039337158 0.6990580195561051 0.30945415422320366 0.026570988819003105 0.06784651428461075"
1184,sylhet3_1652,"9.0 0.9729831218719482 0.18078464269638062 0.10833841562271118 0.261415958404541 0.5808276534080505,9.0 0.9112679362297058 0.4016522616147995 0.15410389006137848 0.13301637768745422 0.33395954966545105,9.0 0.9023517370223999 0.7649413421750069 0.11459916830062866 0.19646023213863373 0.43773192167282104,0.0 0.8662838935852051 0.6170431450009346 0.15126749873161316 0.11680184304714203 0.23797154426574707,0.0 0.8096526861190796 0.5738497879356146 0.1775113046169281 0.038599271327257156 0.08901074528694153,7.0 0.7183467149734497 0.8668266497552395 0.05930939316749573 0.0891418531537056 0.38642340898513794,3.0 0.7031272053718567 0.7243803478777409 0.15302254259586334 0.06822948902845383 0.17791780829429626,9.0 0.6897278428077698 0.0009429752826690674 0.27034415304660797 0.1494213044643402 0.2791401445865631,6.0 0.6683505177497864 0.5232930406928062 0.23460055142641068 0.05154009163379669 0.15196643769741058,7.0 0.5832809805870056 0.5203803833574057 0.1368931531906128 0.06034444645047188 0.19617360830307007,7.0 0.5459269285202026 0.7974949106574059 0.11535722017288208 0.09045524895191193 0.2793087363243103"
1185,sylhet4_3245,"0.0 0.9227815866470337 0.4637173879891634 0.2681254781782627 0.05556049570441246 0.12061869353055954,0.0 0.908964216709137 0.6215847693383694 0.2298576906323433 0.11289025098085403 0.23105256259441376,0.0 0.8845672011375427 0.558715958148241 0.2577867992222309 0.05715688318014145 0.12195654958486557,7.0 0.8759663105010986 0.20059681311249733 0.2515421435236931 0.05528288334608078 0.2421337515115738"
1186,dhaka_night3_54516,0 0 0 0 0 0
1187,dhaka_night3_19057,"3.0 0.9232909679412842 0.24752716720104218 0.6516817063093185 0.3122278153896332 0.3483182489871979,0.0 0.8680137991905212 0.08747566491365433 0.6309365630149841 0.15390022099018097 0.30533039569854736,0.0 0.6190800070762634 0.2337049227207899 0.6661955416202545 0.050035957247018814 0.16294747591018677"
1188,chuadanga_sirajganj1_20820,6.0 0.5551820993423462 0.14706038311123848 0.50140699185431 0.06459935754537582 0.05122871324419975
1189,chittagong_night1_7410,"11.0 0.9176786541938782 0.0024300962686538696 0.0 0.47320812940597534 0.37804028391838074,0.0 0.8652206063270569 0.6420448496937752 0.05087427794933319 0.13303814828395844 0.3061652183532715,0.0 0.822483241558075 0.585254417732358 0.12357601895928383 0.050608064979314804 0.11570530384778976,0.0 0.7616231441497803 0.5424755522981286 0.1447138413786888 0.026730475947260857 0.06592415273189545"
1190,khulna4_7800,"7.0 0.9409005045890808 0.7130558043718338 0.014800280332565308 0.2860008180141449 0.962675154209137,9.0 0.8456760048866272 0.6959824915975332 0.1494678594172001 0.03574733808636665 0.10342856496572495,7.0 0.7422739863395691 0.5684451218694448 0.15962783247232437 0.029244232922792435 0.15225054323673248,0.0 0.6160795092582703 0.8063366636633873 0.01394575834274292 0.1936633139848709 0.9830144643783569"
1191,sherpur3_551,"0.0 0.8550524115562439 0.4215935617685318 0.5055234879255295 0.09964314103126526 0.2725682556629181,0.0 0.8280178308486938 0.6841233670711517 0.41491639614105225 0.31587666273117065 0.5537110567092896,9.0 0.8276322484016418 0.16428716480731964 0.7411904782056808 0.2581998407840729 0.2548976242542267,0.0 0.7878950238227844 0.5345434993505478 0.5116127282381058 0.10483017563819885 0.22879299521446228,7.0 0.6892907023429871 0.6360734459012747 0.54945108294487 0.03432922437787056 0.18375927209854126,7.0 0.6831623315811157 0.8224824741482735 0.4221000075340271 0.15457318723201752 0.5353378057479858,6.0 0.6798906326293945 0.35555459186434746 0.6164172366261482 0.05007610470056534 0.1262197345495224,0.0 0.6700789332389832 0.16615310311317444 0.5319310799241066 0.08758488297462463 0.20918194949626923,0.0 0.6285267472267151 0.0009420588612556458 0.4051070511341095 0.12541981041431427 0.5930808186531067,7.0 0.5967363715171814 0.35739537328481674 0.5390674248337746 0.04513092339038849 0.16773776710033417,0.0 0.5401313900947571 0.318999819457531 0.5459079071879387 0.04481811821460724 0.10450054705142975,7.0 0.523526668548584 0.25289249792695045 0.5077328309416771 0.07533102482557297 0.23154516518115997"
1192,chittagong_night1_16440,"7.0 0.746036946773529 0.23020407184958458 0.6950605809688568 0.025756217539310455 0.13791638612747192,7.0 0.6048186421394348 0.7135546952486038 0.6534283235669136 0.08373972773551941 0.1742316335439682"
1193,mymensingh1_76319,"9.0 0.9218734502792358 0.002520248293876648 0.004582822322845459 0.29169222712516785 0.9877970218658447,7.0 0.845379114151001 0.45524800941348076 0.09841885417699814 0.02414093166589737 0.1107180267572403,9.0 0.8348404765129089 0.6453846544027328 0.15747223794460297 0.24399986863136292 0.26621338725090027,9.0 0.8300713300704956 0.2601635679602623 0.12295138835906982 0.08933915197849274 0.20271533727645874,9.0 0.8137717247009277 0.33845242485404015 0.08430497348308563 0.11054999381303787 0.3046787679195404,7.0 0.7601594924926758 0.37673087045550346 0.08259180188179016 0.06706003099679947 0.2397651970386505,7.0 0.6664512157440186 0.3006181288510561 0.09738629311323166 0.04228344187140465 0.17712010443210602"
1194,sylhet3_826,"9.0 0.9523946046829224 0.21949802339076996 0.028451085090637207 0.24183127284049988 0.5796905159950256,0.0 0.9254827499389648 0.5540091618895531 0.0786619484424591 0.1278030425310135 0.27081382274627686,0.0 0.9009027481079102 0.6813497319817543 0.08505488932132721 0.16557173430919647 0.3032744228839874,9.0 0.8859465718269348 0.8871467001736164 0.12537993490695953 0.11203791946172714 0.2366931438446045,9.0 0.8419475555419922 0.44303153827786446 0.10308323800563812 0.0903942808508873 0.2285720705986023,7.0 0.729105532169342 0.00031615421175956726 0.024783238768577576 0.058886103332042694 0.4273015260696411,7.0 0.6717261075973511 0.13639703765511513 0.014222100377082825 0.05058603733778 0.24100053310394287"
1195,sylhet4_2360,"0.0 0.928355872631073 0.6083258464932442 0.24269099533557892 0.18648670613765717 0.3528396785259247,0.0 0.8973140716552734 0.39112559519708157 0.3176020309329033 0.047364044934511185 0.09682817757129669,7.0 0.6648257970809937 0.3164277011528611 0.32499008998274803 0.019803715869784355 0.0769510343670845,6.0 0.5846181511878967 0.7859813161194324 0.319143682718277 0.055494628846645355 0.09307962656021118"
1196,sylhet3_4425,"3.0 0.9373482465744019 0.769660234451294 0.0 0.23033976554870605 0.732266366481781,7.0 0.8912203311920166 0.45796778053045273 0.2178807556629181 0.031490519642829895 0.14376485347747803,9.0 0.7558929324150085 0.5553276054561138 0.2272612415254116 0.029022790491580963 0.06983829289674759,6.0 0.7293006777763367 0.6877169590443373 0.25145208090543747 0.04846096411347389 0.12216366827487946,7.0 0.7140987515449524 0.6903817038983107 0.1981474906206131 0.04424000158905983 0.15133991837501526,7.0 0.6659439206123352 0.23420816287398338 0.18379375711083412 0.029246903955936432 0.12405016273260117,7.0 0.6530255079269409 0.41934391763061285 0.20870863646268845 0.02846241183578968 0.14833875000476837,7.0 0.6420376300811768 0.28334828559309244 0.18653716519474983 0.024182511493563652 0.12422891706228256,7.0 0.604069173336029 0.2588322293013334 0.1921181157231331 0.022584233433008194 0.11616949737071991,11.0 0.5868114233016968 0.3572207912802696 0.2065833881497383 0.08481712639331818 0.1465909332036972"
1197,mymensingh2_2871,"0.0 0.9050119519233704 0.8465203940868378 0.1159183531999588 0.12753373384475708 0.25731512904167175,0.0 0.8917369842529297 0.6350265741348267 0.07580798864364624 0.13161659240722656 0.369357168674469,0.0 0.8607786297798157 0.757352763786912 0.1559465117752552 0.05359567329287529 0.12055545300245285,9.0 0.7427862882614136 0.5222132876515388 0.15897612273693085 0.06834481656551361 0.22015127539634705,7.0 0.5816702246665955 0.43917847238481045 0.19392592459917068 0.037767697125673294 0.17708037793636322,6.0 0.5609235763549805 0.34382425621151924 0.22498613595962524 0.10414012521505356 0.14705687761306763,7.0 0.5362018942832947 0.477080998942256 0.1686854287981987 0.04566192999482155 0.22273732721805573,7.0 0.5160584449768066 0.5122828148305416 0.17213786393404007 0.03482634574174881 0.23125915229320526"
1198,maowa_expressway2_45135,9.0 0.6990004777908325 0.06906360387802124 0.6400404237210751 0.04733914136886597 0.10269362479448318
1199,sylhet2_11328,"0.0 0.96685791015625 0.6357108168303967 0.2886008769273758 0.08843759447336197 0.15979501605033875,7.0 0.8964971303939819 0.3719906657934189 0.21391962468624115 0.09084412455558777 0.4233032166957855,9.0 0.8446627855300903 0.5381163470447063 0.30902155861258507 0.04205284267663956 0.09893888980150223,7.0 0.8361313343048096 0.4632462728768587 0.28473637253046036 0.03375854715704918 0.1695554107427597,7.0 0.7961563467979431 0.22719956003129482 0.24390437453985214 0.036153364926576614 0.19468756020069122,7.0 0.6948596239089966 0.25616579689085484 0.24748173356056213 0.036305081099271774 0.19597232341766357"
1200,dhaka_night3_3481,3.0 0.8633131980895996 0.3010620027780533 0.6540400125086308 0.06806984543800354 0.10498826950788498
1201,chuadanga_sirajganj1_15060,7.0 0.6487941145896912 0.5156486816704273 0.44167014956474304 0.034447990357875824 0.046792030334472656
1202,dhaka4_2160,"0.0 0.8955691456794739 0.4968016780912876 0.3700135834515095 0.04430042952299118 0.09217461198568344,3.0 0.8347346186637878 0.5564942844212055 0.3707018755376339 0.06835105270147324 0.0818752720952034,7.0 0.6730149984359741 0.044557235203683376 0.44863060861825943 0.030039863660931587 0.14040832221508026"
1203,sylhet2_12036,"0.0 0.9356016516685486 0.48553481698036194 0.178929902613163 0.0920972228050232 0.16441528499126434,0.0 0.9327318668365479 0.8502781614661217 0.2099861577153206 0.07294197380542755 0.15103839337825775,0.0 0.8168366551399231 0.9352079480886459 0.21407853066921234 0.06479206681251526 0.21894487738609314,7.0 0.7148176431655884 0.5581827396526933 0.19619648158550262 0.027866555377840996 0.14560911059379578,9.0 0.6634786128997803 0.7080409992486238 0.22461528331041336 0.029916193336248398 0.06677542626857758,7.0 0.6565107107162476 0.2762626875191927 0.18406610190868378 0.03490486368536949 0.18609020113945007"
1204,sylhet4_22007,"0.0 0.8954495191574097 0.6186310406774282 0.17907505482435226 0.045263100415468216 0.09664373099803925,6.0 0.8904256820678711 0.7539418712258339 0.23994073271751404 0.10290686786174774 0.2655583620071411,7.0 0.8821625709533691 0.7522058449685574 0.1310371607542038 0.098298080265522 0.3033601939678192,7.0 0.6889109015464783 0.5365570178255439 0.1888440027832985 0.018123628571629524 0.08749707043170929,0.0 0.5007405281066895 0.597315895371139 0.1794395726174116 0.023876572027802467 0.05953887477517128"
1205,mymensingh1_62291,"9.0 0.9372683763504028 0.25921161472797394 0.1286231428384781 0.10885259509086609 0.30561360716819763,9.0 0.9140114784240723 0.5546537935733795 0.11758977174758911 0.23200589418411255 0.49456852674484253,9.0 0.905604898929596 0.410458080470562 0.15441525727510452 0.07973404228687286 0.23701517283916473,9.0 0.8986824750900269 0.2322325613349676 0.13848307728767395 0.04455210641026497 0.19961747527122498,7.0 0.7895897626876831 0.44371520169079304 0.16384592652320862 0.044733431190252304 0.17144867777824402,6.0 0.7664459347724915 0.3571796268224716 0.20251821726560593 0.038394421339035034 0.13661803305149078,7.0 0.7604747414588928 0.6504987291991711 0.14293140172958374 0.09938482195138931 0.34094327688217163,9.0 0.6889836192131042 0.2057637795805931 0.1552959904074669 0.03333921730518341 0.08653666079044342,7.0 0.6818074584007263 0.9038889519870281 0.19038115441799164 0.07578621059656143 0.3600607216358185,7.0 0.584925651550293 0.3575218953192234 0.16872915625572205 0.03576742857694626 0.14213401079177856"
1206,khulna4_15150,"0.0 0.9117340445518494 0.6590544581413269 0.177734375 0.10382366180419922 0.2856650948524475,7.0 0.9042239785194397 0.7713724374771118 0.00906476378440857 0.228468656539917 0.9574235677719116,1.0 0.6911882162094116 0.5856057163327932 0.34821392968297005 0.029711533337831497 0.08818664401769638,0.0 0.648887574672699 0.8374531120061874 0.016156911849975586 0.16216889023780823 0.9813277721405029,7.0 0.5775628089904785 0.5823084954172373 0.23783710598945618 0.04011125490069389 0.15293914079666138"
1207,maowa_expressway2_21535,0 0 0 0 0 0
1208,mymensingh1_144789,"9.0 0.9686799049377441 0.48577980697155 0.11184234172105789 0.07647648453712463 0.2078864723443985,0.0 0.8860385417938232 0.6064421404153109 0.13177486509084702 0.04968109354376793 0.10914526879787445,7.0 0.8678955435752869 0.17306586354970932 0.03056398034095764 0.10690517723560333 0.6139944791793823,0.0 0.8371348977088928 0.5493556018918753 0.11703807860612869 0.04280548170208931 0.13499189913272858,7.0 0.5059287548065186 0.459854518994689 0.14608098939061165 0.019722748547792435 0.1043350026011467"
1209,sherpur3_2900,"9.0 0.7387250065803528 0.4858815371990204 0.5483452677726746 0.06348460912704468 0.14448964595794678,9.0 0.5798946619033813 5.7641416788101196e-05 0.6639109998941422 0.1064039096236229 0.3134487569332123"
